sequence,gene,gene_family,kmer_family,family_card,picture_family,rel_phenotype
blaTEM-232_1_MH079593,blaTEM-232,blaTEM-143_1_DQ075245:blaTEM-1A_1_HM749966:blaTEM-1B_1_AY458016:blaTEM-1C_1_FJ560503:blaTEM-1D_1_AF188200:blaTEM-206_1_KC783461:blaTEM-207_1_KC818234:blaTEM-208_1_KC865667:blaTEM-21_1_Y17582:blaTEM-22_1_Y17583:blaTEM-232_1_MH079593:blaTEM-30_1_AJ437107:blaTEM-33_1_GU371926:blaTEM-35_1_KP860986:blaTEM-40_1_FR717535:blaTEM-57_1_FJ405211:blaTEM-84_1_AF427130:blaTEM-106_1_AY101578:blaTEM-126_1_AY628199:blaTEM-135_1_GQ896333,blaTEM-143_1_DQ075245:ARR-2_1_HQ141279:ARR-3_1_JF806499:ARR-3_4_FM207631:blaTEM-1A_1_HM749966:blaTEM-1B_1_AY458016:blaTEM-1C_1_FJ560503:blaTEM-1D_1_AF188200:blaTEM-206_1_KC783461:aac(3)-Ia_1_X15852:aac(3)-Ib_1_L06157:blaTEM-207_1_KC818234:aac(6')-Ib-Hangzhou_1_FJ503047:aac(6')-Ib-cr_1_DQ303918:aac(6')-Ib-cr_2_EF636461:aac(6')-Ib11_1_AY136758:aac(6')-Ib3_1_X60321:aac(6')-Ib_1_M21682:aac(6')-Ib_2_M23634:aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA13_2_NC010643:aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_2_FJ591054:aadA1_3_JQ414041:aadA1_4_JQ480156:aadA1_5_JX185132:aadA1b_1_M95287:aadA21_1_AY171244:aadA22_1_AM261837:aadA23_1_AJ809407:aadA24_1_AM711129:aadA24_1_DQ677333:aadA2_1_NC_010870:aadA2_2_JQ364967:aadA2b_1_D43625:aadA3_1_AF047479:aadA4_1_Z50802:aadA5_1_AF137361:aadA8b_1_AY139603:aadA8b_2_AM040708:blaTEM-208_1_KC865667:ant(3'')-Ia_1_X02340:ant(3'')-Ii-aac(6')-IId_1_AF453998:blaTEM-21_1_Y17582:blaTEM-22_1_Y17583:blaTEM-232_1_MH079593:blaTEM-30_1_AJ437107:blaTEM-33_1_GU371926:blaTEM-35_1_KP860986:blaTEM-40_1_FR717535:blaTEM-57_1_FJ405211:blaTEM-84_1_AF427130:blaOXA-1_1_HQ170510:blaTEM-106_1_AY101578:blaTEM-126_1_AY628199:blaTEM-135_1_GQ896333,blaTEM,blaTEM,blm
blaTEM-30_1_AJ437107,blaTEM-30,blaTEM-143_1_DQ075245:blaTEM-1A_1_HM749966:blaTEM-1B_1_AY458016:blaTEM-1C_1_FJ560503:blaTEM-1D_1_AF188200:blaTEM-206_1_KC783461:blaTEM-207_1_KC818234:blaTEM-208_1_KC865667:blaTEM-21_1_Y17582:blaTEM-22_1_Y17583:blaTEM-232_1_MH079593:blaTEM-30_1_AJ437107:blaTEM-33_1_GU371926:blaTEM-35_1_KP860986:blaTEM-40_1_FR717535:blaTEM-57_1_FJ405211:blaTEM-84_1_AF427130:blaTEM-106_1_AY101578:blaTEM-126_1_AY628199:blaTEM-135_1_GQ896333,blaTEM-143_1_DQ075245:ARR-2_1_HQ141279:ARR-3_1_JF806499:ARR-3_4_FM207631:blaTEM-1A_1_HM749966:blaTEM-1B_1_AY458016:blaTEM-1C_1_FJ560503:blaTEM-1D_1_AF188200:blaTEM-206_1_KC783461:aac(3)-Ia_1_X15852:aac(3)-Ib_1_L06157:blaTEM-207_1_KC818234:aac(6')-Ib-Hangzhou_1_FJ503047:aac(6')-Ib-cr_1_DQ303918:aac(6')-Ib-cr_2_EF636461:aac(6')-Ib11_1_AY136758:aac(6')-Ib3_1_X60321:aac(6')-Ib_1_M21682:aac(6')-Ib_2_M23634:aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA13_2_NC010643:aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_2_FJ591054:aadA1_3_JQ414041:aadA1_4_JQ480156:aadA1_5_JX185132:aadA1b_1_M95287:aadA21_1_AY171244:aadA22_1_AM261837:aadA23_1_AJ809407:aadA24_1_AM711129:aadA24_1_DQ677333:aadA2_1_NC_010870:aadA2_2_JQ364967:aadA2b_1_D43625:aadA3_1_AF047479:aadA4_1_Z50802:aadA5_1_AF137361:aadA8b_1_AY139603:aadA8b_2_AM040708:blaTEM-208_1_KC865667:ant(3'')-Ia_1_X02340:ant(3'')-Ii-aac(6')-IId_1_AF453998:blaTEM-21_1_Y17582:blaTEM-22_1_Y17583:blaTEM-232_1_MH079593:blaTEM-30_1_AJ437107:blaTEM-33_1_GU371926:blaTEM-35_1_KP860986:blaTEM-40_1_FR717535:blaTEM-57_1_FJ405211:blaTEM-84_1_AF427130:blaOXA-1_1_HQ170510:blaTEM-106_1_AY101578:blaTEM-126_1_AY628199:blaTEM-135_1_GQ896333,blaTEM,blaTEM,blm
blaTEM-33_1_GU371926,blaTEM-33,blaTEM-143_1_DQ075245:blaTEM-1A_1_HM749966:blaTEM-1B_1_AY458016:blaTEM-1C_1_FJ560503:blaTEM-1D_1_AF188200:blaTEM-206_1_KC783461:blaTEM-207_1_KC818234:blaTEM-208_1_KC865667:blaTEM-21_1_Y17582:blaTEM-22_1_Y17583:blaTEM-232_1_MH079593:blaTEM-30_1_AJ437107:blaTEM-33_1_GU371926:blaTEM-35_1_KP860986:blaTEM-40_1_FR717535:blaTEM-57_1_FJ405211:blaTEM-84_1_AF427130:blaTEM-106_1_AY101578:blaTEM-126_1_AY628199:blaTEM-135_1_GQ896333,blaTEM-143_1_DQ075245:ARR-2_1_HQ141279:ARR-3_1_JF806499:ARR-3_4_FM207631:blaTEM-1A_1_HM749966:blaTEM-1B_1_AY458016:blaTEM-1C_1_FJ560503:blaTEM-1D_1_AF188200:blaTEM-206_1_KC783461:aac(3)-Ia_1_X15852:aac(3)-Ib_1_L06157:blaTEM-207_1_KC818234:aac(6')-Ib-Hangzhou_1_FJ503047:aac(6')-Ib-cr_1_DQ303918:aac(6')-Ib-cr_2_EF636461:aac(6')-Ib11_1_AY136758:aac(6')-Ib3_1_X60321:aac(6')-Ib_1_M21682:aac(6')-Ib_2_M23634:aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA13_2_NC010643:aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_2_FJ591054:aadA1_3_JQ414041:aadA1_4_JQ480156:aadA1_5_JX185132:aadA1b_1_M95287:aadA21_1_AY171244:aadA22_1_AM261837:aadA23_1_AJ809407:aadA24_1_AM711129:aadA24_1_DQ677333:aadA2_1_NC_010870:aadA2_2_JQ364967:aadA2b_1_D43625:aadA3_1_AF047479:aadA4_1_Z50802:aadA5_1_AF137361:aadA8b_1_AY139603:aadA8b_2_AM040708:blaTEM-208_1_KC865667:ant(3'')-Ia_1_X02340:ant(3'')-Ii-aac(6')-IId_1_AF453998:blaTEM-21_1_Y17582:blaTEM-22_1_Y17583:blaTEM-232_1_MH079593:blaTEM-30_1_AJ437107:blaTEM-33_1_GU371926:blaTEM-35_1_KP860986:blaTEM-40_1_FR717535:blaTEM-57_1_FJ405211:blaTEM-84_1_AF427130:blaOXA-1_1_HQ170510:blaTEM-106_1_AY101578:blaTEM-126_1_AY628199:blaTEM-135_1_GQ896333,blaTEM,blaTEM,blm
blaTEM-35_1_KP860986,blaTEM-35,blaTEM-143_1_DQ075245:blaTEM-1A_1_HM749966:blaTEM-1B_1_AY458016:blaTEM-1C_1_FJ560503:blaTEM-1D_1_AF188200:blaTEM-206_1_KC783461:blaTEM-207_1_KC818234:blaTEM-208_1_KC865667:blaTEM-21_1_Y17582:blaTEM-22_1_Y17583:blaTEM-232_1_MH079593:blaTEM-30_1_AJ437107:blaTEM-33_1_GU371926:blaTEM-35_1_KP860986:blaTEM-40_1_FR717535:blaTEM-57_1_FJ405211:blaTEM-84_1_AF427130:blaTEM-106_1_AY101578:blaTEM-126_1_AY628199:blaTEM-135_1_GQ896333,blaTEM-143_1_DQ075245:ARR-2_1_HQ141279:ARR-3_1_JF806499:ARR-3_4_FM207631:blaTEM-1A_1_HM749966:blaTEM-1B_1_AY458016:blaTEM-1C_1_FJ560503:blaTEM-1D_1_AF188200:blaTEM-206_1_KC783461:aac(3)-Ia_1_X15852:aac(3)-Ib_1_L06157:blaTEM-207_1_KC818234:aac(6')-Ib-Hangzhou_1_FJ503047:aac(6')-Ib-cr_1_DQ303918:aac(6')-Ib-cr_2_EF636461:aac(6')-Ib11_1_AY136758:aac(6')-Ib3_1_X60321:aac(6')-Ib_1_M21682:aac(6')-Ib_2_M23634:aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA13_2_NC010643:aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_2_FJ591054:aadA1_3_JQ414041:aadA1_4_JQ480156:aadA1_5_JX185132:aadA1b_1_M95287:aadA21_1_AY171244:aadA22_1_AM261837:aadA23_1_AJ809407:aadA24_1_AM711129:aadA24_1_DQ677333:aadA2_1_NC_010870:aadA2_2_JQ364967:aadA2b_1_D43625:aadA3_1_AF047479:aadA4_1_Z50802:aadA5_1_AF137361:aadA8b_1_AY139603:aadA8b_2_AM040708:blaTEM-208_1_KC865667:ant(3'')-Ia_1_X02340:ant(3'')-Ii-aac(6')-IId_1_AF453998:blaTEM-21_1_Y17582:blaTEM-22_1_Y17583:blaTEM-232_1_MH079593:blaTEM-30_1_AJ437107:blaTEM-33_1_GU371926:blaTEM-35_1_KP860986:blaTEM-40_1_FR717535:blaTEM-57_1_FJ405211:blaTEM-84_1_AF427130:blaOXA-1_1_HQ170510:blaTEM-106_1_AY101578:blaTEM-126_1_AY628199:blaTEM-135_1_GQ896333,blaTEM,blaTEM,blm
blaTEM-40_1_FR717535,blaTEM-40,blaTEM-143_1_DQ075245:blaTEM-1A_1_HM749966:blaTEM-1B_1_AY458016:blaTEM-1C_1_FJ560503:blaTEM-1D_1_AF188200:blaTEM-206_1_KC783461:blaTEM-207_1_KC818234:blaTEM-208_1_KC865667:blaTEM-21_1_Y17582:blaTEM-22_1_Y17583:blaTEM-232_1_MH079593:blaTEM-30_1_AJ437107:blaTEM-33_1_GU371926:blaTEM-35_1_KP860986:blaTEM-40_1_FR717535:blaTEM-57_1_FJ405211:blaTEM-84_1_AF427130:blaTEM-106_1_AY101578:blaTEM-126_1_AY628199:blaTEM-135_1_GQ896333,blaTEM-143_1_DQ075245:ARR-2_1_HQ141279:ARR-3_1_JF806499:ARR-3_4_FM207631:blaTEM-1A_1_HM749966:blaTEM-1B_1_AY458016:blaTEM-1C_1_FJ560503:blaTEM-1D_1_AF188200:blaTEM-206_1_KC783461:aac(3)-Ia_1_X15852:aac(3)-Ib_1_L06157:blaTEM-207_1_KC818234:aac(6')-Ib-Hangzhou_1_FJ503047:aac(6')-Ib-cr_1_DQ303918:aac(6')-Ib-cr_2_EF636461:aac(6')-Ib11_1_AY136758:aac(6')-Ib3_1_X60321:aac(6')-Ib_1_M21682:aac(6')-Ib_2_M23634:aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA13_2_NC010643:aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_2_FJ591054:aadA1_3_JQ414041:aadA1_4_JQ480156:aadA1_5_JX185132:aadA1b_1_M95287:aadA21_1_AY171244:aadA22_1_AM261837:aadA23_1_AJ809407:aadA24_1_AM711129:aadA24_1_DQ677333:aadA2_1_NC_010870:aadA2_2_JQ364967:aadA2b_1_D43625:aadA3_1_AF047479:aadA4_1_Z50802:aadA5_1_AF137361:aadA8b_1_AY139603:aadA8b_2_AM040708:blaTEM-208_1_KC865667:ant(3'')-Ia_1_X02340:ant(3'')-Ii-aac(6')-IId_1_AF453998:blaTEM-21_1_Y17582:blaTEM-22_1_Y17583:blaTEM-232_1_MH079593:blaTEM-30_1_AJ437107:blaTEM-33_1_GU371926:blaTEM-35_1_KP860986:blaTEM-40_1_FR717535:blaTEM-57_1_FJ405211:blaTEM-84_1_AF427130:blaOXA-1_1_HQ170510:blaTEM-106_1_AY101578:blaTEM-126_1_AY628199:blaTEM-135_1_GQ896333,blaTEM,blaTEM,blm
blaTEM-57_1_FJ405211,blaTEM-57,blaTEM-143_1_DQ075245:blaTEM-1A_1_HM749966:blaTEM-1B_1_AY458016:blaTEM-1C_1_FJ560503:blaTEM-1D_1_AF188200:blaTEM-206_1_KC783461:blaTEM-207_1_KC818234:blaTEM-208_1_KC865667:blaTEM-21_1_Y17582:blaTEM-22_1_Y17583:blaTEM-232_1_MH079593:blaTEM-30_1_AJ437107:blaTEM-33_1_GU371926:blaTEM-35_1_KP860986:blaTEM-40_1_FR717535:blaTEM-57_1_FJ405211:blaTEM-84_1_AF427130:blaTEM-106_1_AY101578:blaTEM-126_1_AY628199:blaTEM-135_1_GQ896333,blaTEM-143_1_DQ075245:ARR-2_1_HQ141279:ARR-3_1_JF806499:ARR-3_4_FM207631:blaTEM-1A_1_HM749966:blaTEM-1B_1_AY458016:blaTEM-1C_1_FJ560503:blaTEM-1D_1_AF188200:blaTEM-206_1_KC783461:aac(3)-Ia_1_X15852:aac(3)-Ib_1_L06157:blaTEM-207_1_KC818234:aac(6')-Ib-Hangzhou_1_FJ503047:aac(6')-Ib-cr_1_DQ303918:aac(6')-Ib-cr_2_EF636461:aac(6')-Ib11_1_AY136758:aac(6')-Ib3_1_X60321:aac(6')-Ib_1_M21682:aac(6')-Ib_2_M23634:aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA13_2_NC010643:aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_2_FJ591054:aadA1_3_JQ414041:aadA1_4_JQ480156:aadA1_5_JX185132:aadA1b_1_M95287:aadA21_1_AY171244:aadA22_1_AM261837:aadA23_1_AJ809407:aadA24_1_AM711129:aadA24_1_DQ677333:aadA2_1_NC_010870:aadA2_2_JQ364967:aadA2b_1_D43625:aadA3_1_AF047479:aadA4_1_Z50802:aadA5_1_AF137361:aadA8b_1_AY139603:aadA8b_2_AM040708:blaTEM-208_1_KC865667:ant(3'')-Ia_1_X02340:ant(3'')-Ii-aac(6')-IId_1_AF453998:blaTEM-21_1_Y17582:blaTEM-22_1_Y17583:blaTEM-232_1_MH079593:blaTEM-30_1_AJ437107:blaTEM-33_1_GU371926:blaTEM-35_1_KP860986:blaTEM-40_1_FR717535:blaTEM-57_1_FJ405211:blaTEM-84_1_AF427130:blaOXA-1_1_HQ170510:blaTEM-106_1_AY101578:blaTEM-126_1_AY628199:blaTEM-135_1_GQ896333,blaTEM,blaTEM,blm
blaTEM-84_1_AF427130,blaTEM-84,blaTEM-143_1_DQ075245:blaTEM-1A_1_HM749966:blaTEM-1B_1_AY458016:blaTEM-1C_1_FJ560503:blaTEM-1D_1_AF188200:blaTEM-206_1_KC783461:blaTEM-207_1_KC818234:blaTEM-208_1_KC865667:blaTEM-21_1_Y17582:blaTEM-22_1_Y17583:blaTEM-232_1_MH079593:blaTEM-30_1_AJ437107:blaTEM-33_1_GU371926:blaTEM-35_1_KP860986:blaTEM-40_1_FR717535:blaTEM-57_1_FJ405211:blaTEM-84_1_AF427130:blaTEM-106_1_AY101578:blaTEM-126_1_AY628199:blaTEM-135_1_GQ896333,blaTEM-143_1_DQ075245:ARR-2_1_HQ141279:ARR-3_1_JF806499:ARR-3_4_FM207631:blaTEM-1A_1_HM749966:blaTEM-1B_1_AY458016:blaTEM-1C_1_FJ560503:blaTEM-1D_1_AF188200:blaTEM-206_1_KC783461:aac(3)-Ia_1_X15852:aac(3)-Ib_1_L06157:blaTEM-207_1_KC818234:aac(6')-Ib-Hangzhou_1_FJ503047:aac(6')-Ib-cr_1_DQ303918:aac(6')-Ib-cr_2_EF636461:aac(6')-Ib11_1_AY136758:aac(6')-Ib3_1_X60321:aac(6')-Ib_1_M21682:aac(6')-Ib_2_M23634:aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA13_2_NC010643:aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_2_FJ591054:aadA1_3_JQ414041:aadA1_4_JQ480156:aadA1_5_JX185132:aadA1b_1_M95287:aadA21_1_AY171244:aadA22_1_AM261837:aadA23_1_AJ809407:aadA24_1_AM711129:aadA24_1_DQ677333:aadA2_1_NC_010870:aadA2_2_JQ364967:aadA2b_1_D43625:aadA3_1_AF047479:aadA4_1_Z50802:aadA5_1_AF137361:aadA8b_1_AY139603:aadA8b_2_AM040708:blaTEM-208_1_KC865667:ant(3'')-Ia_1_X02340:ant(3'')-Ii-aac(6')-IId_1_AF453998:blaTEM-21_1_Y17582:blaTEM-22_1_Y17583:blaTEM-232_1_MH079593:blaTEM-30_1_AJ437107:blaTEM-33_1_GU371926:blaTEM-35_1_KP860986:blaTEM-40_1_FR717535:blaTEM-57_1_FJ405211:blaTEM-84_1_AF427130:blaOXA-1_1_HQ170510:blaTEM-106_1_AY101578:blaTEM-126_1_AY628199:blaTEM-135_1_GQ896333,blaTEM,blaTEM,blm
catA1_1_V00622,catA1,catA1_1_V00622,catA1_1_V00622,catA,cat,chlor
catA2_1_X53796,catA2,catA2_1_X53796,catA2_1_X53796,catA,cat,chlor
catB3_1_AJ009818,catB3,catB3_1_AJ009818:catB3_2_U13880:catB8_1_AF227506,catB3_1_AJ009818:catB3_2_U13880:catB8_1_AF227506,catB,cat,chlor
catB3_2_U13880,catB3,catB3_1_AJ009818:catB3_2_U13880:catB8_1_AF227506,catB3_1_AJ009818:catB3_2_U13880:catB8_1_AF227506,catB,cat,chlor
catB8_1_AF227506,catB8,catB3_1_AJ009818:catB3_2_U13880:catB8_1_AF227506,catB3_1_AJ009818:catB3_2_U13880:catB8_1_AF227506,catB,cat,chlor
cmlA1_1_M64556,cmlA1,cmlA1_1_M64556:cml_1_M22614,cmlA1_1_M64556:cml_1_M22614,cmlA,mfs,multi
cml_1_M22614,cml,cmlA1_1_M64556:cml_1_M22614,cmlA1_1_M64556:cml_1_M22614,cmlA,mfs,multi
dfrA12_8_AM040708,dfrA12,dfrA12_8_AM040708:dfrA21_1_AY552589:dfrA22_5_AJ968952:dfrA22_2_KF525301,dfrA12_8_AM040708:dfrA21_1_AY552589:dfrA22_5_AJ968952:dfrA22_2_KF525301,dfr,dfr,tri
dfrA14_1_KF921535,dfrA14,dfrA30_1_AM997279:dfrA5_1_X12868:dfrA5_2_FJ001870:dfrA14_1_KF921535:dfrA14_4_AF393510:dfrA14_5_DQ388123,dfrA14_1_KF921535:dfrA14_4_AF393510:dfrA14_5_DQ388123:dfrA15_2_AF221900:dfrA17_1_FJ460238:dfrA17_6_AF180469:dfrA1_10_AF203818:dfrA1_1_FJ591049:dfrA1_5_EU089668:dfrA1_7_AJ400733:dfrA1_8_X00926:dfrA1_9_AJ238350:dfrA25_1_DQ267940:dfrA29_1_AM237806:dfrA30_1_AM997279:dfrA32_1_GU067642:dfrA5_1_X12868:dfrA5_2_FJ001870:dfrA7_1_AB161450:dfrA7_2_AJ884724:dfrA7_4_FN563072:dfrA7_5_AJ419170,dfr,dfr,tri
dfrA14_4_AF393510,dfrA14,dfrA30_1_AM997279:dfrA5_1_X12868:dfrA5_2_FJ001870:dfrA14_1_KF921535:dfrA14_4_AF393510:dfrA14_5_DQ388123,dfrA14_1_KF921535:dfrA14_4_AF393510:dfrA14_5_DQ388123:dfrA15_2_AF221900:dfrA17_1_FJ460238:dfrA17_6_AF180469:dfrA1_10_AF203818:dfrA1_1_FJ591049:dfrA1_5_EU089668:dfrA1_7_AJ400733:dfrA1_8_X00926:dfrA1_9_AJ238350:dfrA25_1_DQ267940:dfrA29_1_AM237806:dfrA30_1_AM997279:dfrA32_1_GU067642:dfrA5_1_X12868:dfrA5_2_FJ001870:dfrA7_1_AB161450:dfrA7_2_AJ884724:dfrA7_4_FN563072:dfrA7_5_AJ419170,dfr,dfr,tri
dfrA14_5_DQ388123,dfrA14,dfrA30_1_AM997279:dfrA5_1_X12868:dfrA5_2_FJ001870:dfrA14_1_KF921535:dfrA14_4_AF393510:dfrA14_5_DQ388123,dfrA14_1_KF921535:dfrA14_4_AF393510:dfrA14_5_DQ388123:dfrA15_2_AF221900:dfrA17_1_FJ460238:dfrA17_6_AF180469:dfrA1_10_AF203818:dfrA1_1_FJ591049:dfrA1_5_EU089668:dfrA1_7_AJ400733:dfrA1_8_X00926:dfrA1_9_AJ238350:dfrA25_1_DQ267940:dfrA29_1_AM237806:dfrA30_1_AM997279:dfrA32_1_GU067642:dfrA5_1_X12868:dfrA5_2_FJ001870:dfrA7_1_AB161450:dfrA7_2_AJ884724:dfrA7_4_FN563072:dfrA7_5_AJ419170,dfr,dfr,tri
dfrA15_2_AF221900,dfrA15,dfrA15_2_AF221900,dfrA14_1_KF921535:dfrA14_4_AF393510:dfrA14_5_DQ388123:dfrA15_2_AF221900:dfrA17_1_FJ460238:dfrA17_6_AF180469:dfrA1_10_AF203818:dfrA1_1_FJ591049:dfrA1_5_EU089668:dfrA1_7_AJ400733:dfrA1_8_X00926:dfrA1_9_AJ238350:dfrA25_1_DQ267940:dfrA29_1_AM237806:dfrA30_1_AM997279:dfrA32_1_GU067642:dfrA5_1_X12868:dfrA5_2_FJ001870:dfrA7_1_AB161450:dfrA7_2_AJ884724:dfrA7_4_FN563072:dfrA7_5_AJ419170,dfr,dfr,tri
dfrA17_1_FJ460238,dfrA17,dfrA32_1_GU067642:dfrA7_1_AB161450:dfrA7_2_AJ884724:dfrA7_4_FN563072:dfrA7_5_AJ419170:dfrA17_1_FJ460238:dfrA17_6_AF180469,dfrA14_1_KF921535:dfrA14_4_AF393510:dfrA14_5_DQ388123:dfrA15_2_AF221900:dfrA17_1_FJ460238:dfrA17_6_AF180469:dfrA1_10_AF203818:dfrA1_1_FJ591049:dfrA1_5_EU089668:dfrA1_7_AJ400733:dfrA1_8_X00926:dfrA1_9_AJ238350:dfrA25_1_DQ267940:dfrA29_1_AM237806:dfrA30_1_AM997279:dfrA32_1_GU067642:dfrA5_1_X12868:dfrA5_2_FJ001870:dfrA7_1_AB161450:dfrA7_2_AJ884724:dfrA7_4_FN563072:dfrA7_5_AJ419170,dfr,dfr,tri
dfrA17_6_AF180469,dfrA17,dfrA32_1_GU067642:dfrA7_1_AB161450:dfrA7_2_AJ884724:dfrA7_4_FN563072:dfrA7_5_AJ419170:dfrA17_1_FJ460238:dfrA17_6_AF180469,dfrA14_1_KF921535:dfrA14_4_AF393510:dfrA14_5_DQ388123:dfrA15_2_AF221900:dfrA17_1_FJ460238:dfrA17_6_AF180469:dfrA1_10_AF203818:dfrA1_1_FJ591049:dfrA1_5_EU089668:dfrA1_7_AJ400733:dfrA1_8_X00926:dfrA1_9_AJ238350:dfrA25_1_DQ267940:dfrA29_1_AM237806:dfrA30_1_AM997279:dfrA32_1_GU067642:dfrA5_1_X12868:dfrA5_2_FJ001870:dfrA7_1_AB161450:dfrA7_2_AJ884724:dfrA7_4_FN563072:dfrA7_5_AJ419170,dfr,dfr,tri
dfrA19_1_EU855687,dfrA19,dfrA19_1_EU855687,dfrA19_1_EU855687,dfr,dfr,tri
dfrA1_10_AF203818,dfrA1,dfrA1_10_AF203818:dfrA1_1_FJ591049:dfrA1_5_EU089668:dfrA1_7_AJ400733:dfrA1_8_X00926:dfrA1_9_AJ238350,dfrA14_1_KF921535:dfrA14_4_AF393510:dfrA14_5_DQ388123:dfrA15_2_AF221900:dfrA17_1_FJ460238:dfrA17_6_AF180469:dfrA1_10_AF203818:dfrA1_1_FJ591049:dfrA1_5_EU089668:dfrA1_7_AJ400733:dfrA1_8_X00926:dfrA1_9_AJ238350:dfrA25_1_DQ267940:dfrA29_1_AM237806:dfrA30_1_AM997279:dfrA32_1_GU067642:dfrA5_1_X12868:dfrA5_2_FJ001870:dfrA7_1_AB161450:dfrA7_2_AJ884724:dfrA7_4_FN563072:dfrA7_5_AJ419170,dfr,dfr,tri
dfrA1_1_FJ591049,dfrA1,dfrA1_10_AF203818:dfrA1_1_FJ591049:dfrA1_5_EU089668:dfrA1_7_AJ400733:dfrA1_8_X00926:dfrA1_9_AJ238350,dfrA14_1_KF921535:dfrA14_4_AF393510:dfrA14_5_DQ388123:dfrA15_2_AF221900:dfrA17_1_FJ460238:dfrA17_6_AF180469:dfrA1_10_AF203818:dfrA1_1_FJ591049:dfrA1_5_EU089668:dfrA1_7_AJ400733:dfrA1_8_X00926:dfrA1_9_AJ238350:dfrA25_1_DQ267940:dfrA29_1_AM237806:dfrA30_1_AM997279:dfrA32_1_GU067642:dfrA5_1_X12868:dfrA5_2_FJ001870:dfrA7_1_AB161450:dfrA7_2_AJ884724:dfrA7_4_FN563072:dfrA7_5_AJ419170,dfr,dfr,tri
dfrA1_5_EU089668,dfrA1,dfrA1_10_AF203818:dfrA1_1_FJ591049:dfrA1_5_EU089668:dfrA1_7_AJ400733:dfrA1_8_X00926:dfrA1_9_AJ238350,dfrA14_1_KF921535:dfrA14_4_AF393510:dfrA14_5_DQ388123:dfrA15_2_AF221900:dfrA17_1_FJ460238:dfrA17_6_AF180469:dfrA1_10_AF203818:dfrA1_1_FJ591049:dfrA1_5_EU089668:dfrA1_7_AJ400733:dfrA1_8_X00926:dfrA1_9_AJ238350:dfrA25_1_DQ267940:dfrA29_1_AM237806:dfrA30_1_AM997279:dfrA32_1_GU067642:dfrA5_1_X12868:dfrA5_2_FJ001870:dfrA7_1_AB161450:dfrA7_2_AJ884724:dfrA7_4_FN563072:dfrA7_5_AJ419170,dfr,dfr,tri
dfrA1_7_AJ400733,dfrA1,dfrA1_10_AF203818:dfrA1_1_FJ591049:dfrA1_5_EU089668:dfrA1_7_AJ400733:dfrA1_8_X00926:dfrA1_9_AJ238350,dfrA14_1_KF921535:dfrA14_4_AF393510:dfrA14_5_DQ388123:dfrA15_2_AF221900:dfrA17_1_FJ460238:dfrA17_6_AF180469:dfrA1_10_AF203818:dfrA1_1_FJ591049:dfrA1_5_EU089668:dfrA1_7_AJ400733:dfrA1_8_X00926:dfrA1_9_AJ238350:dfrA25_1_DQ267940:dfrA29_1_AM237806:dfrA30_1_AM997279:dfrA32_1_GU067642:dfrA5_1_X12868:dfrA5_2_FJ001870:dfrA7_1_AB161450:dfrA7_2_AJ884724:dfrA7_4_FN563072:dfrA7_5_AJ419170,dfr,dfr,tri
dfrA1_8_X00926,dfrA1,dfrA1_10_AF203818:dfrA1_1_FJ591049:dfrA1_5_EU089668:dfrA1_7_AJ400733:dfrA1_8_X00926:dfrA1_9_AJ238350,dfrA14_1_KF921535:dfrA14_4_AF393510:dfrA14_5_DQ388123:dfrA15_2_AF221900:dfrA17_1_FJ460238:dfrA17_6_AF180469:dfrA1_10_AF203818:dfrA1_1_FJ591049:dfrA1_5_EU089668:dfrA1_7_AJ400733:dfrA1_8_X00926:dfrA1_9_AJ238350:dfrA25_1_DQ267940:dfrA29_1_AM237806:dfrA30_1_AM997279:dfrA32_1_GU067642:dfrA5_1_X12868:dfrA5_2_FJ001870:dfrA7_1_AB161450:dfrA7_2_AJ884724:dfrA7_4_FN563072:dfrA7_5_AJ419170,dfr,dfr,tri
