sequence,correct,origname
flex_2781,resfindernewid_795,blaLEN25_1_HQ709169
flex_2782,resfindernewid_796,blaLEN26_1_JQ067123
flex_2783,resfindernewid_797,blaMAL-1_1_AJ277209
flex_2784,resfindernewid_2621,cat_3_S48276
flex_2785,resfindernewid_2543,erm(44)v_1_LN623525
flex_2786,resfindernewid_558,blaCMY-60_1_JF460794
flex_2787,resfindernewid_559,blaCMY-61_1_JF460795
flex_2788,resfindernewid_552,blaCMY-53_1_HQ336940
flex_2789,resfindernewid_553,blaCMY-54_1_HM544039
flex_2790,resfindernewid_550,blaCMY-49_1_GQ402541
flex_2791,resfindernewid_551,blaCMY-51_1_JQ733571
flex_2792,resfindernewid_556,blaCMY-57_1_HQ285243
flex_2793,resfindernewid_557,blaCMY-58_1_HQ185697
flex_2794,resfindernewid_554,blaCMY-55_1_HM544040
flex_2795,resfindernewid_555,blaCMY-56_1_HQ322613
flex_2796,resfindernewid_2234,blaCARB-31_1_NG_048735
flex_2797,resfindernewid_2235,blaCARB-32_1_NG_048736
flex_2798,resfindernewid_2236,blaCARB-33_1_BK008903
flex_2799,resfindernewid_2237,blaCARB-34_1_NG_048738
flex_2800,resfindernewid_2230,blaCARB-27_1_NG_048730
flex_2801,resfindernewid_2231,blaCARB-28_1_BK008906
flex_2802,resfindernewid_2232,blaCARB-29_1_BK008905
flex_2803,resfindernewid_2233,blaCARB-30_1_NG_048734
flex_2804,resfindernewid_2238,blaCARB-35_1_BK008900
flex_2805,resfindernewid_2239,blaCARB-36_1_LHBD01000022
flex_2806,resfindernewid_318,blaOXA-409_1_KJ584918
flex_2807,resfindernewid_319,blaOXA-410_1_KJ584919
flex_2808,resfindernewid_314,blaOXA-405_1_KM589641
flex_2809,resfindernewid_315,blaOXA-406_1_KJ584915
flex_2810,resfindernewid_316,blaOXA-407_1_KJ584916
flex_2811,resfindernewid_317,blaOXA-408_1_KJ584917
flex_2812,resfindernewid_310,blaOXA-401_1_KJ780076
flex_2813,resfindernewid_311,blaOXA-402_1_JX865391
flex_2814,resfindernewid_312,blaOXA-403_1_KJ920337
flex_2815,resfindernewid_313,blaOXA-404_1_KJ920338
flex_2816,resfindernewid_2758,qnrS9_1_KF732714
flex_2817,resfindernewid_2128,blaACC-1_1_AJ133121
flex_2818,resfindernewid_2129,blaACC-1d_1_ADCU02000001
flex_2819,resfindernewid_2698,qnrB39_1_ABWL02000005
flex_2820,resfindernewid_2699,qnrB40_1_JN166689
flex_2821,resfindernewid_2120,blaDHA-12_1_HG798963
flex_2822,resfindernewid_2121,blaDHA-10_1_KP050490
flex_2823,resfindernewid_2122,blaDHA-9_1_KJ207201
flex_2824,resfindernewid_2123,blaDHA-4_1_CP026046
flex_2825,resfindernewid_2124,blaACC-7_1_MG028657
flex_2826,resfindernewid_2125,blaACC-5_1_HE819401
flex_2827,resfindernewid_2126,blaACC-4_1_KM087831
flex_2828,resfindernewid_2127,blaACC-1_2_HG530658
flex_2829,resfindernewid_2753,qnrS4_1_FJ418153
flex_2830,resfindernewid_2752,qnrS3_1_EU077611
flex_2831,resfindernewid_2751,qnrS2_1_DQ485530
flex_2832,resfindernewid_956,blaOXA-112_1_EF650038
flex_2833,resfindernewid_957,blaOXA-113_1_EF653400
flex_2834,resfindernewid_770,blaKPC-11_1_HM066995
flex_2835,resfindernewid_771,blaKPC-14_1_JX524191
flex_2836,resfindernewid_952,blaOXA-108_1_EF650034
flex_2837,resfindernewid_953,blaOXA-109_1_EF650035
flex_2838,resfindernewid_950,blaOXA-106_1_EF650032
flex_2839,resfindernewid_775,blaLEN2_1_AY037780
flex_2840,resfindernewid_2757,qnrS8_1_KF730652
flex_2841,resfindernewid_778,blaLEN5_1_AY633109
flex_2842,resfindernewid_779,blaLEN7_1_AJ635425
flex_2843,resfindernewid_958,blaOXA-114g_1_HM368376
flex_2844,resfindernewid_959,blaOXA-114f_1_HM368375
flex_2845,resfindernewid_170,aadA7_1_AF224733
flex_2846,resfindernewid_171,aadA8_1_AF326210
flex_2847,resfindernewid_172,aadA8b_2_AM040708
flex_2848,resfindernewid_173,aadA9_1_AJ420072
flex_2849,resfindernewid_174,aadA10_1_U37105
flex_2850,resfindernewid_175,aadA11_1_AY144590
flex_2851,resfindernewid_176,aadA12_1_AY665771
flex_2852,resfindernewid_177,aadA13_1_AY713504
flex_2853,resfindernewid_178,aadA14_1_AJ884726
flex_2854,resfindernewid_179,aadA15_1_DQ393783
flex_2855,resfindernewid_2754,qnrS5_1_HQ631377
flex_2856,resfindernewid_2348,fosA_6_ACZD01000244
flex_2857,resfindernewid_2349,fusB_1_AY373761
flex_2858,resfindernewid_2586,optrA_2_KT862781
flex_2859,resfindernewid_2344,fosB4_1_KR870311
flex_2860,resfindernewid_2345,fosA_7_AEXB01000013
flex_2861,resfindernewid_2346,fosA_2_AGDM01000012
flex_2862,resfindernewid_2347,fosA6_1_KU254579
flex_2863,resfindernewid_2340,fosE_2_AY029772
flex_2864,resfindernewid_2341,fosA7_1_LAPJ01000014
flex_2865,resfindernewid_2342,fosB5_1_KT032253
flex_2866,resfindernewid_2343,fosB6_1_KR870314
flex_2867,resfindernewid_2587,optrA_3_KT862780
flex_2868,resfindernewid_2727,qnrB69_1_KC580658
flex_2869,resfindernewid_1486,blaB-11_1_AY348326
flex_2870,resfindernewid_1487,blaB-12_1_EF595958
flex_2871,resfindernewid_1484,blaB-9_1_AY348324
flex_2872,resfindernewid_1485,blaB-10_1_AY348325
flex_2873,resfindernewid_1482,blaB-7_1_AF189304
flex_2874,resfindernewid_1483,blaB-8_1_AF189305
flex_2875,resfindernewid_1480,blaB-5_1_AF189303
flex_2876,resfindernewid_1481,blaB-6_1_AF189302
flex_2877,resfindernewid_2722,qnrB64_1_KC580653
flex_2878,resfindernewid_1488,blaB-13_1_EF595959
flex_2879,resfindernewid_1489,blaB-14_1_JN635697
flex_2880,resfindernewid_1244,blaSHV-142_1_JQ029959
flex_2881,resfindernewid_1245,blaSHV-143_1_JQ341060
flex_2882,resfindernewid_1246,blaSHV-144_1_JQ926986
flex_2883,resfindernewid_1247,blaSHV-145_1_JX013655
flex_2884,resfindernewid_1240,blaSHV-134_1_HM559945
flex_2885,resfindernewid_1241,blaSHV-135_1_HQ637576
flex_2886,resfindernewid_1242,blaSHV-137_1_HQ661363
flex_2887,resfindernewid_1243,blaSHV-141_1_JQ388884
flex_2888,resfindernewid_2721,qnrB62_1_JX987101
flex_2889,resfindernewid_1248,blaSHV-147_1_JX121114
flex_2890,resfindernewid_1249,blaSHV-148_1_JX121115
flex_2891,resfindernewid_1802,blaZ_64_CSJB01000017
flex_2892,resfindernewid_1803,blaZ_65_CSEV01000005
flex_2893,resfindernewid_1800,blaZ_62_NZ_JVOH01000023
flex_2894,resfindernewid_1801,blaZ_63_NZ_JUMX01000103
flex_2895,resfindernewid_1806,blaZ_68_NZ_CUHK01000055
flex_2896,resfindernewid_1807,blaZ_69_NZ_CUHB01000033
flex_2897,resfindernewid_1804,blaZ_66_CSGM01000014
flex_2898,resfindernewid_1805,blaZ_67_NZ_CTTL01000039
flex_2899,resfindernewid_1808,blaZ_70_NZ_CUEK01000047
flex_2900,resfindernewid_1809,blaZ_71_NZ_CUGR01000082
flex_2901,resfindernewid_98,aac(2')-Ib_1_U41471
flex_2902,resfindernewid_99,aac(2')-Ic_1_U72714
flex_2903,resfindernewid_90,aph(2'')-Ig_1_CP004067
flex_2904,resfindernewid_91,aph(2'')-If_1_KF652097
flex_2905,resfindernewid_92,aph(2'')-If_2_AY701528
flex_2906,resfindernewid_93,aph(2'')-Ia_2_AP009486
flex_2907,resfindernewid_94,aph(2'')-Ia_3_AJ536195
flex_2908,resfindernewid_95,aph(2'')-Ib_3_KF652098
flex_2909,resfindernewid_96,ant(6)-Ia_3_KF864551
flex_2910,resfindernewid_97,aac(2')-Ia_1_L06156
flex_2911,resfindernewid_1668,blaOXA-151_1_CP009553
flex_2912,resfindernewid_1669,blaOXA-152_1_KP771980
flex_2913,resfindernewid_1662,blaOXA-158_1_KP771986
flex_2914,resfindernewid_1663,blaOXA-157_1_KP771985
flex_2915,resfindernewid_1660,blaOXA-184_1_JQ396378
flex_2916,resfindernewid_1661,blaOXA-159_1_KP771987
flex_2917,resfindernewid_1666,blaOXA-154_1_KP771982
flex_2918,resfindernewid_929,blaOXA-82_1_DQ987479
flex_2919,resfindernewid_1664,blaOXA-156_1_KP771984
flex_2920,resfindernewid_1205,blaSHV-76_1_AM176551
flex_2921,resfindernewid_2583,nimI_1_FJ940889
flex_2922,resfindernewid_8,aac(6')-Ib-Suzhou_1_EU085533
flex_2923,resfindernewid_9,aac(6')-Iid_1_AJ584700
flex_2924,resfindernewid_2,aac(6')-Ib11_1_AY136758
flex_2925,resfindernewid_3,aac(6')-30-aac(6')-Ib'_1_AJ584652
flex_2926,resfindernewid_1,aac(6')-Ib_2_M23634
flex_2927,resfindernewid_6,aac(6')-Iak_1_AB894482
flex_2928,resfindernewid_7,aac(6')-Ib-Hangzhou_1_FJ503047
flex_2929,resfindernewid_4,aac(6')-Iaj_1_AB709942
flex_2930,resfindernewid_5,aac(6')-Ian_1_AP014611
flex_2931,resfindernewid_1632,blaGES-21_1_JQ772478
flex_2932,resfindernewid_2580,nimI_1_FJ940884
flex_2933,resfindernewid_2581,nimI_1_FJ940886
flex_2934,resfindernewid_3059,dfrA6_2_FJ905898
flex_2935,resfindernewid_3058,dfrA5_4_AY139589
flex_2936,resfindernewid_1068,blaOXA-244_1_KP659189
flex_2937,resfindernewid_1069,blaOXA-245_1_JX438001
flex_2938,resfindernewid_1064,blaOXA-240_1_JX089628
flex_2939,resfindernewid_1065,blaOXA-241_1_JX025021
flex_2940,resfindernewid_1066,blaOXA-242_1_JX025022
flex_2941,resfindernewid_1067,blaOXA-243_1_AFRQ01000031
flex_2942,resfindernewid_1060,blaOXA-235_1_JQ820240
flex_2943,resfindernewid_1061,blaOXA-236_1_JQ820242
flex_2944,resfindernewid_1062,blaOXA-237_1_JQ820241
flex_2945,resfindernewid_1063,blaOXA-239_1_JQ837239
flex_2946,resfindernewid_3051,dfrA22_1_KC200566
flex_2947,resfindernewid_3050,dfrA16_4_EU158182
flex_2948,resfindernewid_2659,qnrB3_1_DQ303920
flex_2949,resfindernewid_2054,blaCMY-135_1_KP981366
flex_2950,resfindernewid_2055,blaCMY-134_1_KP860987
flex_2951,resfindernewid_2056,blaCMY-133_1_KP862819
flex_2952,resfindernewid_1110,blaOXA-360_1_KF421163
flex_2953,resfindernewid_1111,blaOXA-371_1_AB871653
flex_2954,resfindernewid_1112,blaOXA-372_1_KJ746496
flex_2955,resfindernewid_1113,blaOXY-1-1_1_Z30177
flex_2956,resfindernewid_1114,blaOXY-1-2_2_AJ871864
flex_2957,resfindernewid_1115,blaOXY-1-3_3_AY077482
flex_2958,resfindernewid_1116,blaOXY-1-4_4_AY077483
flex_2959,resfindernewid_1117,blaOXY-1-5_5_AY077486
flex_2960,resfindernewid_1118,blaOXY-1-6_6_Y17715
flex_2961,resfindernewid_1119,blaOXY-1-7_7_M27459
flex_2962,resfindernewid_2051,blaCMY-140_1_KX354367
flex_2963,resfindernewid_2052,blaCMY-139_1_KU641016
flex_2964,resfindernewid_2053,blaCMY-138_1_KT997883
flex_2965,resfindernewid_2979,dfrA30_1_AM997279
flex_2966,resfindernewid_2978,dfrA31_1_AB200915
flex_2967,resfindernewid_2977,dfrA27_1_FJ459817
flex_2968,resfindernewid_2976,dfrA19_1_EU855687
flex_2969,resfindernewid_2975,tet(X4)_1_MK134376
flex_2970,resfindernewid_2974,tet(X3)_1_MK134375
flex_2971,resfindernewid_2973,tet(W/32/O)_4_AM710605
flex_2972,resfindernewid_2972,tet(W/32/O)_3_AM710603
flex_2973,resfindernewid_2635,pexA_1_HM537013
flex_2974,resfindernewid_2970,tet(W/32/O)_1_AM710601
flex_2975,resfindernewid_2654,qnrA6_1_DQ151889
flex_2976,resfindernewid_758,blaIND-12_1_HM245380
flex_2977,resfindernewid_761,blaKPC-2_1_AY034847
flex_2978,resfindernewid_2599,optrA_15_KX620942
flex_2979,resfindernewid_789,blaLEN19_1_AM850909
flex_2980,resfindernewid_944,blaOXA-97_1_EF102240
flex_2981,resfindernewid_787,blaLEN17_1_EF205593
flex_2982,resfindernewid_786,blaLEN16_1_AY743416
flex_2983,resfindernewid_785,blaLEN15_1_AF452105
flex_2984,resfindernewid_784,blaLEN13_1_AJ635403
flex_2985,resfindernewid_783,blaLEN12_1_AJ635406
flex_2986,resfindernewid_782,blaLEN10_1_AJ635419
flex_2987,resfindernewid_781,blaLEN9_1_AJ635405
flex_2988,resfindernewid_780,blaLEN8_1_AJ635424
flex_2989,resfindernewid_762,blaKPC-3_1_HM769262
flex_2990,resfindernewid_765,blaKPC-6_1_EU555534
flex_2991,resfindernewid_759,blaIND-14_1_HM367709
flex_2992,resfindernewid_764,blaKPC-5_1_EU400222
flex_2993,resfindernewid_2803,sul1_33_AJ564903
flex_2994,resfindernewid_2802,sul1_32_EF592571
flex_2995,resfindernewid_2801,sul1_31_AM040449
flex_2996,resfindernewid_2598,optrA_14_KX620941
flex_2997,resfindernewid_2807,sul2_5_AY524415
flex_2998,resfindernewid_767,blaKPC-8_1_FJ234412
flex_2999,resfindernewid_2805,sul2_2_AY034138
flex_3000,resfindernewid_2804,sul2_1_AF542061
flex_3001,resfindernewid_2809,sul2_7_HM486907
flex_3002,resfindernewid_766,blaKPC-7_1_EU729727
flex_3003,resfindernewid_549,blaCMY-48_1_HM569226
flex_3004,resfindernewid_548,blaCMY-47_1_HM046998
flex_3005,resfindernewid_2652,qnrA4_1_DQ058662
flex_3006,resfindernewid_2590,optrA_6_KT862784
flex_3007,resfindernewid_541,blaCMY-38_1_AM931008
flex_3008,resfindernewid_540,blaCMY-37_1_AB280919
flex_3009,resfindernewid_543,blaCMY-41_1_AB429270
flex_3010,resfindernewid_542,blaCMY-40_1_EU515251
flex_3011,resfindernewid_545,blaCMY-44_1_FJ437066
flex_3012,resfindernewid_544,blaCMY-42_1_HM146927
flex_3013,resfindernewid_547,blaCMY-46_1_FN556186
flex_3014,resfindernewid_546,blaCMY-45_1_FN546177
flex_3015,resfindernewid_2619,cat86_1_K00544
flex_3016,resfindernewid_2595,optrA_11_KX620934
flex_3017,resfindernewid_2594,optrA_10_KT601170
flex_3018,resfindernewid_2209,blaCARB-4_1_FJ785525
flex_3019,resfindernewid_2208,blaCARB-3_1_S46063
flex_3020,resfindernewid_2759,qepA_1_FJ167861
flex_3021,resfindernewid_1706,blaOXA-558_1_KY126234
flex_3022,resfindernewid_2201,blaIMP-64_1_KX949735
flex_3023,resfindernewid_2200,blaSHV-1b-b_1_DQ166783
flex_3024,resfindernewid_2203,blaOXA-60d_1_AY664506
flex_3025,resfindernewid_2202,blaOXA-20_2_AF024602
flex_3026,resfindernewid_2205,blaOXA-60b_1_AY664504
flex_3027,resfindernewid_2204,blaOXA-60c_1_AY664505
flex_3028,resfindernewid_808,blaMOX-2_1_AJ276453
flex_3029,resfindernewid_2206,blaCARB-1_1_AF313471
flex_3030,resfindernewid_353,blaOXA-453_1_KR061507
flex_3031,resfindernewid_303,blaOXA-391_1_KJ427797
flex_3032,resfindernewid_302,blaOXA-390_1_KJ135342
flex_3033,resfindernewid_301,blaOXA-389_1_KJ135346
flex_3034,resfindernewid_300,blaOXA-388_1_KJ135343
flex_3035,resfindernewid_307,blaOXA-397_1_KM087865
flex_3036,resfindernewid_306,blaOXA-396_1_AY306134
flex_3037,resfindernewid_305,blaOXA-395_1_AY306133
flex_3038,resfindernewid_304,blaOXA-392_1_AB901044
flex_3039,resfindernewid_309,blaOXA-400_1_KJ780078
flex_3040,resfindernewid_308,blaOXA-398_1_KM087842
flex_3041,resfindernewid_2119,blaDHA-13_1_KM087855
flex_3042,resfindernewid_2118,blaDHA-14_1_DQ478687
flex_3043,resfindernewid_2115,blaDHA-17_1_KM087850
flex_3044,resfindernewid_2114,blaDHA-18_1_KM087841
flex_3045,resfindernewid_2117,blaDHA-15_1_KM087853
flex_3046,resfindernewid_2116,blaDHA-16_1_KM087852
flex_3047,resfindernewid_2111,blaDHA-21_1_KM087847
flex_3048,resfindernewid_2110,blaDHA-22_1_KM087856
flex_3049,resfindernewid_2113,blaDHA-19_1_KM087849
flex_3050,resfindernewid_2112,blaDHA-20_1_KM087848
flex_3051,resfindernewid_2911,tet(M)_11_JN846696
flex_3052,resfindernewid_2910,tet(M)_10_EU182585
flex_3053,resfindernewid_945,blaOXA-98_1_EU255288
flex_3054,resfindernewid_760,blaIND-15_1_AB563173
flex_3055,resfindernewid_947,blaOXA-100_1_AM231720
flex_3056,resfindernewid_946,blaOXA-99_1_DQ888718
flex_3057,resfindernewid_941,blaOXA-94_1_DQ519088
flex_3058,resfindernewid_940,blaOXA-93_1_DQ519087
flex_3059,resfindernewid_943,blaOXA-96_1_DQ519090
flex_3060,resfindernewid_942,blaOXA-95_1_DQ519089
flex_3061,resfindernewid_769,blaKPC-10_1_GQ140348
flex_3062,resfindernewid_768,blaKPC-9_1_FJ624872
flex_3063,resfindernewid_2593,optrA_9_KT892063
flex_3064,resfindernewid_2592,optrA_8_KT862782
flex_3065,resfindernewid_949,blaOXA-104_1_EF581285
flex_3066,resfindernewid_948,blaOXA-101_1_AM412777
flex_3067,resfindernewid_2597,optrA_13_KX620939
flex_3068,resfindernewid_2596,optrA_12_KX620936
flex_3069,resfindernewid_167,aadA4_1_Z50802
flex_3070,resfindernewid_166,aadA3_1_AF047479
flex_3071,resfindernewid_165,aadA2_2_JQ364967
flex_3072,resfindernewid_164,aadA1_5_JX185132
flex_3073,resfindernewid_163,aadA1_4_JQ480156
flex_3074,resfindernewid_162,aadA1b_1_M95287
flex_3075,resfindernewid_161,aadA1_3_JQ414041
flex_3076,resfindernewid_160,aadA1_2_FJ591054
flex_3077,resfindernewid_169,aadA6_1_AF140629
flex_3078,resfindernewid_168,aadA5_1_AF137361
